adoption_id,record_id,date,quantity,book_id
7,241,10/13/2015,418,953
8,241,4/3/2015,556,925
9,241,12/24/2015,166,488
10,241,3/27/2015,375,593
11,241,3/28/2015,403,984
12,241,12/6/2015,596,694
13,241,6/8/2015,295,984
14,241,7/22/2015,661,649
15,241,4/10/2015,593,685
16,241,3/25/2015,164,686
17,241,2/4/2016,406,787
18,241,6/24/2015,461,701
19,241,11/1/2015,658,967
1,242,2/17/2016,427,925
2,242,5/30/2015,191,484
3,242,9/14/2015,441,617
4,242,6/29/2015,666,788
5,242,7/31/2015,272,965
1,243,4/23/2015,546,684
2,243,12/31/2015,392,480
3,243,8/20/2015,262,571
4,243,4/3/2015,370,589
5,243,7/19/2015,228,785
6,243,7/13/2015,155,475
7,243,1/11/2016,563,638
8,243,9/28/2015,304,553
9,243,6/14/2015,391,603
10,243,3/24/2015,440,649
11,243,10/31/2015,643,591
12,243,6/15/2015,316,687
13,243,12/12/2015,444,603
14,243,3/25/2015,524,967
15,243,6/15/2015,524,947
16,243,12/22/2015,232,643
17,243,8/12/2015,544,892
18,243,3/23/2015,316,568
19,243,8/20/2015,126,600
20,243,6/11/2015,178,608
21,243,11/5/2015,368,631
22,243,6/6/2015,542,697
23,243,11/17/2015,585,595
24,243,12/18/2015,593,555
25,243,4/14/2015,260,572
26,243,5/13/2015,638,968
27,243,4/8/2015,648,473
28,243,4/16/2015,163,935
1,244,8/26/2015,305,492
2,244,11/19/2015,95,937
3,244,3/20/2015,200,552
4,244,8/27/2015,607,474
5,244,11/12/2015,475,649
6,244,1/21/2016,582,932
7,244,8/23/2015,693,909
8,244,6/14/2015,601,793
9,244,12/21/2015,356,616
10,244,2/19/2016,338,706
11,244,8/2/2015,414,951
12,244,4/27/2015,663,914
13,244,8/22/2015,617,973
14,244,4/18/2015,475,951
15,244,11/12/2015,419,676
16,244,12/10/2015,197,583
17,244,11/29/2015,147,480
18,244,5/22/2015,131,486
19,244,8/27/2015,673,787
20,244,9/2/2015,94,952
21,244,11/30/2015,623,943
22,244,9/3/2015,346,621
23,244,5/24/2015,32,596
24,244,1/22/2016,551,598
25,244,6/16/2015,529,614
26,244,12/26/2015,278,690
27,244,8/5/2015,490,482
28,244,12/31/2015,393,574
29,244,1/14/2016,129,683
30,244,8/25/2015,560,680
31,244,4/25/2015,546,926
32,244,11/21/2015,237,693
1,245,4/9/2015,696,568
2,245,3/20/2015,634,905
3,245,5/20/2015,560,477
4,245,8/27/2015,253,782
5,245,5/30/2015,573,547
6,245,12/24/2015,120,624
7,245,1/25/2016,103,790
8,245,7/21/2015,464,909
9,245,9/9/2015,617,705
10,245,10/15/2015,368,611
11,245,3/11/2015,619,569
12,245,3/15/2015,524,917
13,245,5/17/2015,269,707
14,245,5/8/2015,36,955
15,245,7/11/2015,202,937
16,245,3/3/2016,296,935
17,245,7/24/2015,32,790
18,245,10/4/2015,311,551
19,245,11/5/2015,536,892
20,245,2/17/2016,382,967
21,245,10/1/2015,568,983
22,245,11/30/2015,451,893
23,245,5/4/2015,294,484
24,245,1/9/2016,184,479
25,245,1/31/2016,154,946
26,245,1/14/2016,91,931
27,245,1/14/2016,680,937
28,245,4/9/2015,159,627
29,245,5/11/2015,278,591
30,245,9/5/2015,424,914
31,245,2/9/2016,233,698
32,245,3/19/2015,283,981
1,246,3/31/2015,511,492
2,246,3/17/2015,196,546
3,246,3/9/2015,376,939
4,246,11/1/2015,598,958
5,246,5/1/2015,394,895
6,246,4/16/2015,165,950
7,246,7/11/2015,87,897
8,246,2/24/2016,510,972
9,246,3/23/2015,422,687
10,246,11/19/2015,132,897
11,246,1/24/2016,635,678
12,246,7/14/2015,160,632
13,246,12/8/2015,161,940
14,246,12/13/2015,143,652
15,246,4/17/2015,539,930
16,246,9/9/2015,252,564
17,246,12/2/2015,218,924
18,246,12/10/2015,461,964
19,246,1/3/2016,442,784
20,246,9/1/2015,460,683
1,247,12/15/2015,196,698
2,247,6/27/2015,36,968
3,247,9/17/2015,213,911
4,247,5/31/2015,85,974
5,247,2/14/2016,536,942
6,247,5/2/2015,443,474
7,247,3/31/2015,307,787
8,247,10/31/2015,318,546
9,247,1/16/2016,138,564
10,247,1/30/2016,489,681
11,247,4/28/2015,113,981
12,247,11/1/2015,414,899
13,247,8/19/2015,669,556
14,247,12/21/2015,253,676
15,247,9/29/2015,383,644
16,247,8/11/2015,94,905
17,247,5/29/2015,126,622
18,247,1/4/2016,679,627
19,247,11/8/2015,493,649
20,247,5/3/2015,559,594
21,247,8/22/2015,492,976
22,247,5/30/2015,615,567
1,248,1/1/2016,332,975
2,248,5/21/2015,138,567
3,248,3/29/2015,695,935
4,248,12/20/2015,654,677
5,248,6/25/2015,341,636
6,248,11/27/2015,347,782
7,248,6/13/2015,227,964
8,248,12/27/2015,108,590
9,248,6/3/2015,212,567
10,248,4/10/2015,239,785
11,248,9/16/2015,539,550
12,248,3/5/2016,327,682
13,248,11/23/2015,348,947
14,248,10/16/2015,501,555
15,248,1/14/2016,617,793
16,248,7/14/2015,310,686
17,248,8/3/2015,461,561
18,248,5/28/2015,397,593
19,248,8/26/2015,535,599
20,248,9/30/2015,412,895
21,248,8/12/2015,315,964
22,248,1/31/2016,66,904
23,248,11/1/2015,669,685
24,248,8/18/2015,652,643
25,248,9/18/2015,106,478
1,249,2/10/2016,620,973
2,249,2/8/2016,384,558
3,249,10/31/2015,50,479
4,249,3/24/2015,584,487
5,249,7/24/2015,682,949
6,249,6/10/2015,111,792
7,249,1/19/2016,248,920
8,249,8/6/2015,530,786
9,249,6/26/2015,652,631
10,249,5/15/2015,238,569
11,249,5/29/2015,223,642
12,249,5/17/2015,298,937
13,249,12/25/2015,383,609
14,249,5/3/2015,588,782
15,249,1/2/2016,481,486
16,249,12/29/2015,647,786
17,249,9/6/2015,517,648
18,249,9/28/2015,634,958
19,249,5/17/2015,629,633
20,249,5/21/2015,135,559
21,249,12/24/2015,229,621
22,249,5/28/2015,632,983
23,249,3/28/2015,253,909
24,249,3/19/2015,250,917
25,249,4/14/2015,211,585
26,249,10/10/2015,475,979
1,250,12/12/2015,401,951
2,250,5/4/2015,562,479
3,250,3/26/2015,542,594
4,250,2/13/2016,518,916
5,250,9/2/2015,555,477
6,250,4/9/2015,367,916
7,250,2/22/2016,84,983
1,251,11/17/2015,665,916
2,251,3/3/2016,358,926
3,251,4/19/2015,98,593
4,251,1/23/2016,169,558
5,251,5/20/2015,237,556
6,251,5/19/2015,527,920
7,251,1/12/2016,516,891
8,251,5/5/2015,501,981
1,252,1/21/2016,255,969
2,252,6/10/2015,101,911
3,252,12/20/2015,456,983
4,252,11/23/2015,385,618
5,252,7/27/2015,322,572
6,252,3/18/2015,406,476
7,252,8/18/2015,111,676
8,252,9/18/2015,466,905
1,253,3/25/2015,590,583
2,253,3/25/2015,44,612
3,253,12/20/2015,539,784
4,253,4/30/2015,134,609
5,253,9/10/2015,175,583
6,253,2/14/2016,236,683
7,253,1/10/2016,545,978
8,253,11/27/2015,441,689
9,253,12/30/2015,692,569
10,253,11/30/2015,187,981
11,253,4/1/2015,636,475
12,253,7/17/2015,95,676
13,253,10/3/2015,512,899
14,253,9/10/2015,431,912
15,253,1/23/2016,613,791
16,253,12/26/2015,275,695
17,253,4/17/2015,73,938
18,253,2/16/2016,598,698
19,253,5/17/2015,79,625
20,253,6/13/2015,587,637
21,253,9/19/2015,519,639
22,253,1/7/2016,278,624
23,253,4/20/2015,271,790
24,253,10/17/2015,696,629
25,253,3/3/2016,228,547
26,253,9/14/2015,545,624
27,253,10/30/2015,511,621
28,253,4/25/2015,129,928
29,253,12/25/2015,203,567
1,254,9/23/2015,330,560
2,254,7/1/2015,665,551
3,254,10/15/2015,104,630
4,254,10/7/2015,70,558
5,254,7/12/2015,690,696
6,254,7/13/2015,96,487
7,254,8/14/2015,636,891
8,254,6/1/2015,134,940
9,254,4/2/2015,341,610
10,254,1/8/2016,172,630
11,254,12/9/2015,54,644
12,254,11/5/2015,310,937
13,254,8/8/2015,216,482
14,254,9/15/2015,477,472
15,254,4/2/2015,384,638
16,254,2/1/2016,442,919
17,254,9/4/2015,378,960
18,254,12/25/2015,636,472
19,254,12/28/2015,332,911
20,254,5/20/2015,619,939
21,254,4/12/2015,683,685
22,254,8/21/2015,85,616
23,254,5/16/2015,432,563
24,254,4/29/2015,555,939
25,254,2/16/2016,602,629
26,254,2/24/2016,348,480
27,254,6/15/2015,190,568
28,254,2/25/2016,651,548
29,254,1/1/2016,673,613
30,254,3/29/2015,353,596
31,254,2/6/2016,255,552
32,254,11/10/2015,449,599
33,254,9/20/2015,429,975
34,254,10/10/2015,219,918
1,255,5/20/2015,665,613
2,255,12/5/2015,616,944
3,255,9/12/2015,144,934
4,255,12/3/2015,65,940
5,255,10/18/2015,214,694
6,255,10/8/2015,575,694
7,255,6/12/2015,525,786
8,255,4/25/2015,494,552
9,255,10/26/2015,316,931
10,255,4/20/2015,461,694
1,256,3/22/2015,515,626
2,256,1/9/2016,457,596
3,256,8/15/2015,486,686
4,256,11/1/2015,603,589
5,256,1/8/2016,277,574
6,256,4/26/2015,143,947
7,256,4/29/2015,416,472
8,256,10/12/2015,633,480
9,256,5/14/2015,123,925
10,256,7/19/2015,375,931
11,256,12/14/2015,220,643
12,256,3/29/2015,31,627
13,256,11/8/2015,399,983
14,256,3/18/2015,627,609
15,256,8/5/2015,696,551
16,256,3/30/2015,407,473
17,256,4/2/2015,393,947
18,256,9/1/2015,338,571
19,256,2/18/2016,504,695
20,256,7/14/2015,168,571
21,256,7/9/2015,151,608
22,256,11/21/2015,423,564
23,256,6/2/2015,651,942
24,256,11/28/2015,440,569
25,256,7/20/2015,63,618
1,257,12/1/2015,142,981
2,257,10/12/2015,233,704
3,257,3/2/2016,142,958
4,257,5/27/2015,148,968
5,257,6/2/2015,105,893
6,257,11/18/2015,384,478
7,257,7/30/2015,520,697
8,257,1/20/2016,63,920
9,257,3/27/2015,104,921
10,257,8/3/2015,138,973
11,257,8/5/2015,166,559
12,257,9/24/2015,389,932
13,257,7/24/2015,106,785
14,257,1/4/2016,586,906
15,257,12/24/2015,294,478
16,257,11/30/2015,233,676
17,257,5/4/2015,341,912
18,257,12/26/2015,169,585
19,257,12/20/2015,561,594
20,257,12/8/2015,92,627
21,257,8/25/2015,146,685
22,257,11/28/2015,265,628
23,257,5/14/2015,622,970
24,257,3/10/2015,292,894
1,258,8/18/2015,685,570
2,258,3/14/2015,672,563
3,258,12/26/2015,368,693
4,258,1/11/2016,698,976
5,258,1/19/2016,25,980
6,258,4/16/2015,115,704
7,258,5/5/2015,238,608
8,258,9/8/2015,684,652
9,258,1/18/2016,45,892
10,258,9/13/2015,413,488
11,258,10/28/2015,404,929
12,258,4/20/2015,101,789
13,258,12/16/2015,55,701
14,258,3/14/2015,74,490
15,258,9/10/2015,78,955
16,258,4/8/2015,606,981
17,258,7/26/2015,136,617
18,258,5/26/2015,369,627
19,258,9/11/2015,182,934
20,258,3/26/2015,697,707
21,258,8/23/2015,372,897
22,258,4/9/2015,617,600
23,258,10/31/2015,414,487
24,258,9/26/2015,59,974
1,259,2/13/2016,252,632
2,259,4/9/2015,291,937
3,259,12/16/2015,350,594
4,259,4/14/2015,677,548
5,259,6/22/2015,611,569
6,259,9/3/2015,308,788
7,259,6/20/2015,239,609
8,259,4/29/2015,473,920
9,259,8/8/2015,163,948
10,259,6/15/2015,78,592
11,259,8/23/2015,661,914
12,259,5/10/2015,533,624
13,259,7/13/2015,283,569
14,259,11/1/2015,288,697
15,259,9/9/2015,578,932
1,260,10/22/2015,169,474
2,260,7/22/2015,68,956
3,260,4/14/2015,501,484
4,260,11/17/2015,442,557
5,260,4/2/2015,193,596
6,260,7/11/2015,178,951
7,260,4/9/2015,501,958
8,260,9/30/2015,419,684
9,260,11/7/2015,452,936
10,260,5/6/2015,142,570
11,260,1/15/2016,196,585
12,260,12/30/2015,223,906
13,260,7/13/2015,618,894
14,260,7/16/2015,438,923
15,260,9/14/2015,684,696
16,260,2/2/2016,531,567
17,260,4/3/2015,584,918
18,260,1/6/2016,211,905
19,260,1/27/2016,522,628
20,260,11/26/2015,667,703
21,260,4/22/2015,406,936
22,260,2/18/2016,472,974
1,261,8/21/2015,659,555
2,261,12/13/2015,29,984
3,261,10/4/2015,489,785
4,261,3/25/2015,121,563
5,261,10/29/2015,150,792
6,261,6/26/2015,370,483
7,261,5/16/2015,632,613
8,261,2/24/2016,443,919
9,261,7/9/2015,572,621
10,261,8/5/2015,635,897
11,261,9/16/2015,666,913
12,261,1/30/2016,445,899
13,261,12/8/2015,227,899
14,261,3/22/2015,244,958
15,261,3/17/2015,333,592
16,261,12/22/2015,381,592
17,261,12/12/2015,357,550
18,261,5/31/2015,692,478
19,261,5/22/2015,148,910
20,261,9/25/2015,381,947
21,261,2/3/2016,111,633
22,261,5/15/2015,635,604
23,261,8/2/2015,444,916
24,261,1/20/2016,203,965
25,261,3/23/2015,649,570
26,261,3/15/2015,475,933
27,261,7/26/2015,221,937
28,261,5/4/2015,74,637
29,261,1/23/2016,205,479
30,261,8/22/2015,114,706
31,261,5/24/2015,207,596
32,261,12/8/2015,415,983
33,261,10/2/2015,188,701
1,262,10/17/2015,496,570
2,262,3/13/2015,576,683
3,262,9/16/2015,352,953
4,262,6/18/2015,425,703
5,262,10/24/2015,351,559
6,262,1/22/2016,621,639
7,262,11/11/2015,325,558
8,262,7/23/2015,659,911
9,262,2/5/2016,229,592
10,262,11/19/2015,209,481
1,263,9/30/2015,308,894
2,263,5/10/2015,333,959
3,263,9/15/2015,92,692
4,263,2/20/2016,143,566
5,263,1/15/2016,694,686
6,263,8/17/2015,591,563
7,263,7/13/2015,162,791
8,263,1/27/2016,246,639
9,263,8/6/2015,352,612
10,263,4/26/2015,510,944
11,263,8/12/2015,85,785
1,264,8/10/2015,367,585
2,264,7/5/2015,237,791
3,264,12/27/2015,502,927
4,264,2/6/2016,35,564
5,264,4/20/2015,318,555
6,264,3/8/2015,274,548
7,264,6/24/2015,316,786
8,264,12/3/2015,228,684
9,264,1/21/2016,304,490
10,264,10/19/2015,445,568
11,264,4/24/2015,651,924
12,264,3/27/2015,672,949
1,265,9/14/2015,262,906
2,265,3/18/2015,215,676
3,265,8/12/2015,299,973
4,265,2/18/2016,145,701
5,265,8/3/2015,71,551
6,265,1/25/2016,140,933
7,265,1/2/2016,476,952
8,265,2/19/2016,264,480
9,265,7/30/2015,250,561
10,265,1/5/2016,523,595
11,265,5/1/2015,148,552
12,265,1/6/2016,540,481
13,265,9/19/2015,351,917
14,265,6/4/2015,544,930
15,265,4/6/2015,649,944
16,265,12/10/2015,427,790
17,265,11/15/2015,215,627
18,265,1/12/2016,367,904
19,265,5/16/2015,147,649
20,265,8/3/2015,389,707
21,265,1/3/2016,330,949
22,265,4/9/2015,399,957
23,265,12/25/2015,287,981
1,266,9/13/2015,700,482
2,266,1/18/2016,160,613
3,266,10/30/2015,654,692
4,266,4/22/2015,27,631
5,266,10/12/2015,28,921
6,266,3/8/2015,610,600
7,266,6/22/2015,87,643
8,266,7/18/2015,535,695
9,266,2/23/2016,326,944
10,266,1/31/2016,301,922
11,266,7/21/2015,394,793
12,266,5/28/2015,700,948
13,266,1/30/2016,644,546
14,266,8/19/2015,560,480
15,266,3/27/2015,156,569
16,266,6/23/2015,625,492
17,266,3/5/2016,333,678
18,266,1/23/2016,526,706
19,266,11/25/2015,146,562
1,267,7/2/2015,430,684
2,267,6/7/2015,364,556
3,267,11/11/2015,135,625
4,267,10/19/2015,374,912
5,267,9/16/2015,464,492
6,267,5/26/2015,508,680
7,267,11/9/2015,398,570
8,267,1/20/2016,258,607
9,267,11/11/2015,151,627
10,267,12/14/2015,674,789
11,267,10/3/2015,129,614
12,267,6/21/2015,138,696
13,267,12/19/2015,510,639
14,267,9/25/2015,75,552
15,267,7/3/2015,113,547
16,267,11/6/2015,680,915
17,267,2/13/2016,637,682
18,267,9/22/2015,379,978
19,267,3/11/2015,190,629
20,267,5/12/2015,45,919
21,267,7/30/2015,296,958
22,267,4/18/2015,449,610
23,267,3/12/2015,105,677
24,267,6/18/2015,353,959
25,267,7/30/2015,521,938
26,267,12/3/2015,99,952
1,268,9/14/2015,306,936
2,268,11/18/2015,529,944
3,268,9/19/2015,69,927
4,268,8/4/2015,511,976
5,268,6/12/2015,246,616
6,268,8/31/2015,193,891
7,268,3/27/2015,300,643
8,268,6/28/2015,405,482
9,268,9/10/2015,505,564
10,268,3/30/2015,125,570
11,268,9/5/2015,366,478
12,268,10/9/2015,270,648
13,268,10/3/2015,483,939
14,268,10/30/2015,297,952
15,268,9/2/2015,520,476
16,268,11/22/2015,128,947
17,268,6/24/2015,157,697
18,268,6/28/2015,569,480
19,268,2/4/2016,132,899
20,268,12/2/2015,103,677
21,268,11/4/2015,500,688
22,268,11/12/2015,300,546
23,268,5/21/2015,281,592
24,268,4/9/2015,336,948
25,268,4/16/2015,209,556
26,268,2/17/2016,675,599
27,268,10/6/2015,520,646
28,268,9/21/2015,212,473
29,268,3/5/2016,49,896
30,268,1/23/2016,323,792
31,268,7/15/2015,375,896
32,268,7/2/2015,41,952
1,269,7/3/2015,478,624
2,269,5/11/2015,279,644
3,269,11/19/2015,444,625
4,269,5/20/2015,529,952
5,269,8/5/2015,119,925
6,269,2/10/2016,380,633
7,269,12/3/2015,523,555
8,269,8/25/2015,540,973
9,269,12/25/2015,232,622
10,269,1/8/2016,601,588
11,269,11/7/2015,444,932
12,269,5/24/2015,243,786
13,269,3/24/2015,156,472
14,269,3/5/2016,271,787
15,269,6/4/2015,321,556
16,269,10/16/2015,489,608
17,269,5/17/2015,93,595
18,269,7/2/2015,419,612
19,269,4/17/2015,686,958
20,269,9/22/2015,652,643
21,269,8/10/2015,94,596
22,269,10/4/2015,312,984
23,269,3/26/2015,68,613
24,269,6/12/2015,61,637
25,269,9/21/2015,377,967
26,269,5/26/2015,320,626
27,269,9/23/2015,70,973
28,269,9/23/2015,427,979
29,269,8/3/2015,211,891
30,269,8/3/2015,179,638
31,269,11/7/2015,442,597
32,269,9/12/2015,138,952
33,269,6/30/2015,64,783
34,269,7/17/2015,617,785
35,269,10/11/2015,375,960
1,270,3/8/2015,355,562
2,270,6/30/2015,648,785
3,270,8/5/2015,363,897
4,270,8/24/2015,137,637
5,270,4/2/2015,613,474
6,270,12/23/2015,211,950
7,270,10/15/2015,28,472
8,270,3/17/2015,445,935
9,270,11/4/2015,97,917
10,270,1/29/2016,682,486
11,270,3/13/2015,629,926
12,270,4/3/2015,573,476
13,270,8/28/2015,621,549
14,270,10/20/2015,242,960
15,270,1/26/2016,481,932
16,270,3/1/2016,665,897
17,270,4/2/2015,110,690
18,270,11/11/2015,581,568
1,271,3/10/2015,78,943
2,271,10/14/2015,548,697
3,271,5/12/2015,696,552
4,271,10/4/2015,385,974
5,271,9/17/2015,302,592
6,271,2/29/2016,67,983
7,271,8/12/2015,364,944
8,271,7/12/2015,465,706
9,271,2/14/2016,457,638
10,271,12/27/2015,593,783
11,271,1/14/2016,115,681
12,271,12/16/2015,324,692
13,271,8/17/2015,339,785
14,271,5/12/2015,499,951
15,271,7/10/2015,390,896
16,271,3/27/2015,39,969
17,271,11/26/2015,144,915
18,271,12/13/2015,422,970
19,271,3/29/2015,569,646
20,271,5/22/2015,138,474
1,272,12/24/2015,406,568
2,272,11/1/2015,478,549
3,272,11/30/2015,674,984
4,272,7/11/2015,576,980
5,272,6/7/2015,226,926
6,272,4/18/2015,617,612
7,272,10/1/2015,143,492
8,272,10/13/2015,237,789
9,272,6/26/2015,351,626
10,272,12/27/2015,270,604
11,272,7/22/2015,569,692
12,272,9/4/2015,252,486
13,272,7/14/2015,293,482
14,272,8/28/2015,459,567
15,272,5/27/2015,82,609
16,272,9/4/2015,584,898
17,272,10/6/2015,659,483
18,272,7/27/2015,368,546
19,272,10/14/2015,330,676
20,272,1/30/2016,112,598
21,272,8/28/2015,572,618
22,272,4/16/2015,665,970
23,272,11/5/2015,130,943
24,272,9/14/2015,157,919
25,272,7/25/2015,557,690
1,273,12/27/2015,517,686
2,273,1/4/2016,470,680
3,273,12/18/2015,520,567
4,273,4/19/2015,679,558
5,273,3/29/2015,86,562
6,273,1/27/2016,211,485
7,273,3/18/2015,244,910
8,273,7/13/2015,348,975
9,273,4/20/2015,608,950
10,273,5/2/2015,602,637
1,274,12/17/2015,616,912
2,274,7/25/2015,664,598
3,274,7/6/2015,273,685
4,274,3/3/2016,250,617
5,274,9/13/2015,646,693
6,274,4/21/2015,158,705
7,274,5/14/2015,69,975
8,274,1/29/2016,248,611
9,274,5/19/2015,429,552
10,274,6/21/2015,297,486
11,274,10/3/2015,50,613
12,274,7/9/2015,559,897
13,274,4/20/2015,434,568
14,274,1/19/2016,236,784
15,274,4/15/2015,114,935
16,274,12/30/2015,576,571
17,274,7/28/2015,583,480
18,274,5/10/2015,511,984
19,274,8/28/2015,623,561
20,274,7/19/2015,481,960
21,274,10/22/2015,174,546
22,274,3/19/2015,470,484
23,274,12/12/2015,522,891
1,275,10/19/2015,240,923
2,275,6/2/2015,180,933
3,275,9/5/2015,255,489
4,275,12/3/2015,315,649
5,275,1/7/2016,693,604
6,275,10/6/2015,76,572
7,275,8/14/2015,220,622
8,275,7/17/2015,428,978
9,275,8/16/2015,390,788
10,275,4/23/2015,572,932
11,275,2/8/2016,100,648
12,275,1/5/2016,604,915
13,275,11/20/2015,463,476
14,275,3/21/2015,462,652
15,275,7/20/2015,551,639
16,275,9/14/2015,398,481
17,275,4/13/2015,233,685
1,276,1/29/2016,675,785
2,276,5/4/2015,110,557
3,276,8/30/2015,55,984
4,276,12/3/2015,546,681
1,277,5/12/2015,334,968
2,277,8/7/2015,503,948
3,277,3/3/2016,551,969
4,277,6/18/2015,487,695
5,277,3/19/2015,240,631
6,277,2/27/2016,400,603
7,277,7/24/2015,80,561
1,278,11/12/2015,220,922
2,278,2/1/2016,592,940
3,278,10/16/2015,657,589
4,278,12/22/2015,650,896
5,278,2/16/2016,675,617
6,278,11/5/2015,60,683
7,278,9/8/2015,69,621
8,278,5/8/2015,37,893
9,278,3/13/2015,608,599
10,278,2/26/2016,365,929
1,279,8/12/2015,359,692
2,279,5/2/2015,454,954
3,279,1/11/2016,34,912
4,279,11/27/2015,298,786
1,280,9/14/2015,282,791
2,280,8/10/2015,366,970
3,280,3/27/2015,506,792
4,280,8/14/2015,74,552
5,280,8/5/2015,337,556
6,280,8/30/2015,697,572
7,280,4/10/2015,533,613
8,280,2/21/2016,167,587
9,280,5/23/2015,147,549
10,280,6/21/2015,44,638
11,280,11/3/2015,113,892
12,280,7/12/2015,545,681
13,280,10/15/2015,38,690
14,280,8/14/2015,418,790
15,280,12/6/2015,596,607
16,280,3/23/2015,134,899
1,281,6/8/2015,453,953
2,281,1/15/2016,46,936
3,281,3/27/2015,449,693
4,281,5/15/2015,494,910
5,281,8/15/2015,157,614
1,282,9/7/2015,452,572
2,282,3/4/2016,363,894
3,282,8/13/2015,477,705
4,282,3/31/2015,358,626
5,282,12/5/2015,209,793
6,282,9/29/2015,246,678
7,282,8/11/2015,407,484
8,282,3/10/2015,579,891
9,282,6/6/2015,356,922
1,283,4/30/2015,391,942
2,283,4/3/2015,547,984
3,283,2/27/2016,596,964
4,283,2/19/2016,506,706
5,283,10/21/2015,43,567
1,284,5/25/2015,253,612
2,284,2/12/2016,391,788
3,284,3/6/2016,528,624
4,284,1/23/2016,269,785
5,284,12/23/2015,207,593
6,284,9/30/2015,152,480
7,284,8/14/2015,239,788
8,284,6/1/2015,429,940
9,284,3/18/2015,169,571
10,284,2/24/2016,605,983
11,284,11/23/2015,271,594
12,284,9/11/2015,576,686
13,284,3/8/2015,353,561
14,284,11/30/2015,400,622
15,284,5/13/2015,194,603
16,284,4/24/2015,425,955
17,284,4/26/2015,620,939
18,284,3/24/2015,436,959
19,284,9/24/2015,428,683
20,284,1/18/2016,147,480
21,284,9/1/2015,115,969
22,284,4/29/2015,28,783
23,284,3/26/2015,614,929
24,284,8/10/2015,328,566
25,284,11/10/2015,430,910
26,284,1/31/2016,399,607
27,284,6/14/2015,95,897
28,284,3/14/2015,471,489
29,284,9/6/2015,351,793
30,284,5/20/2015,363,646
1,285,9/23/2015,691,597
2,285,8/2/2015,377,627
3,285,3/14/2015,571,570
4,285,6/21/2015,114,483
5,285,1/12/2016,317,481
6,285,3/8/2015,339,909
7,285,8/31/2015,309,905
8,285,2/29/2016,129,899
1,286,10/13/2015,134,572
2,286,2/16/2016,248,791
3,286,12/26/2015,688,789
4,286,11/19/2015,571,969
5,286,4/24/2015,281,959
6,286,2/16/2016,504,625
7,286,9/3/2015,234,969
8,286,10/20/2015,116,923
9,286,10/9/2015,342,562
10,286,11/2/2015,114,551
11,286,4/13/2015,465,704
12,286,12/20/2015,592,480
13,286,3/13/2015,451,629
14,286,1/2/2016,251,904
15,286,6/3/2015,321,951
16,286,3/31/2015,540,926
17,286,2/29/2016,526,929
18,286,12/24/2015,656,705
19,286,9/26/2015,151,477
20,286,5/2/2015,513,633
21,286,10/7/2015,452,598
22,286,4/5/2015,581,555
23,286,9/10/2015,279,785
24,286,12/28/2015,47,683
25,286,12/14/2015,292,478
26,286,10/18/2015,566,894
27,286,5/3/2015,353,638
28,286,10/8/2015,148,704
29,286,1/12/2016,375,924
30,286,9/12/2015,531,591
31,286,11/11/2015,440,978
1,287,2/18/2016,621,893
2,287,7/2/2015,583,476
3,287,10/13/2015,175,789
4,287,7/8/2015,631,931
5,287,9/7/2015,451,548
6,287,4/2/2015,413,910
7,287,7/3/2015,592,482
8,287,12/7/2015,471,694
9,287,11/25/2015,385,559
10,287,3/18/2015,316,706
11,287,12/11/2015,330,609
12,287,4/4/2015,140,684
13,287,5/2/2015,275,649
14,287,11/19/2015,194,909
15,287,8/8/2015,606,705
16,287,12/24/2015,665,566
17,287,10/24/2015,402,633
1,288,5/29/2015,388,588
2,288,2/17/2016,103,913
3,288,6/11/2015,351,705
4,288,6/8/2015,147,939
5,288,3/31/2015,176,693
6,288,12/2/2015,193,942
7,288,9/11/2015,663,572
8,288,9/17/2015,653,689
9,288,3/12/2015,559,561
10,288,6/15/2015,578,984
11,288,4/18/2015,152,488
12,288,10/31/2015,644,953
13,288,1/30/2016,369,785
14,288,2/7/2016,646,792
15,288,6/4/2015,352,478
16,288,5/26/2015,400,571
17,288,4/20/2015,465,676
1,289,9/28/2015,351,929
2,289,10/24/2015,632,915
3,289,4/6/2015,60,556
4,289,4/7/2015,505,935
5,289,12/7/2015,278,642
6,289,6/12/2015,364,567
7,289,10/29/2015,691,630
8,289,1/12/2016,227,557
9,289,7/24/2015,372,616
10,289,5/20/2015,551,563
11,289,10/16/2015,468,621
12,289,5/23/2015,503,958
13,289,4/19/2015,601,553
14,289,6/30/2015,469,636
15,289,9/15/2015,352,479
16,289,8/5/2015,418,622
17,289,1/1/2016,251,895
18,289,9/29/2015,97,694
19,289,9/22/2015,112,597
20,289,6/17/2015,25,609
21,289,9/21/2015,97,595
22,289,10/4/2015,128,912
23,289,1/1/2016,469,896
24,289,3/15/2015,588,598
1,290,9/15/2015,25,953
2,290,9/2/2015,223,980
3,290,11/1/2015,313,568
4,290,7/28/2015,150,913
5,290,2/19/2016,49,695
6,290,1/9/2016,269,483
7,290,5/17/2015,382,968
8,290,3/28/2015,460,598
9,290,6/25/2015,590,935
10,290,5/20/2015,659,937
11,290,8/30/2015,107,610
12,290,11/27/2015,181,555
13,290,2/7/2016,63,574
14,290,4/13/2015,103,678
15,290,4/3/2015,77,894
16,290,2/15/2016,482,984
17,290,12/21/2015,423,952
1,291,6/14/2015,112,793
2,291,12/18/2015,217,592
3,291,10/29/2015,144,914
4,291,7/18/2015,559,785
5,291,12/7/2015,314,898
